,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Adhfe1,Adhfe1,0,0,0,0,0,0,0.0,0,0,0,0,0,20,35,30,28,82,86,2,1,1,2,5,4
Adi1,Adi1,0,0,0,2,1,0,0.0,0,1,1,1,0,21,18,19,21,79,50,43,46,38,50,131,100
Adig,Adig,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adipoq,Adipoq,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adipor1,Adipor1,17,19,12,31,62,58,0.0,0,0,1,15,7,52,64,68,52,186,143,590,692,755,824,1630,1406
Adipor2,Adipor2,2,2,3,5,6,4,0.0,0,0,0,1,0,15,27,27,33,90,88,150,187,188,195,432,340
Adk,Adk,0,2,0,4,0,6,0.0,0,0,0,1,1,32,54,55,65,133,101,95,113,89,103,223,195
Adm,Adm,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,6,6,0,0,0,0,0,0
Adnp,Adnp,0,0,0,0,1,2,0.0,0,0,0,1,0,0,0,0,0,6,4,2,7,2,3,51,18
Adnp2,Adnp2,1,0,2,1,0,1,0.0,1,0,0,0,1,3,3,5,2,25,20,68,102,90,98,99,92
Ado,Ado,1,1,0,2,5,2,0.0,0,1,0,0,1,4,5,2,7,20,14,141,153,120,138,314,257
Adora1,Adora1,0,0,1,0,2,1,0.0,0,0,0,0,0,15,37,27,31,73,93,45,28,35,65,138,144
Adora2a,Adora2a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Adora2b,Adora2b,0,0,0,0,0,0,0.0,0,0,0,0,0,3,5,3,9,57,53,2,2,3,4,4,7
Adora3,Adora3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adpgk,Adpgk,1,1,1,0,0,1,0.0,0,0,0,1,0,2,7,9,7,28,16,34,55,46,52,108,98
Adprh,Adprh,5,2,5,10,25,10,0.0,0,1,0,4,6,78,87,103,78,308,275,642,769,754,833,1841,1608
Adprhl1,Adprhl1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,28,41,31,46,111,116
Adprhl2,Adprhl2,0,0,0,1,5,3,0.0,0,0,0,2,1,10,13,10,14,50,34,128,153,160,175,343,280
Adprm,Adprm,0,1,1,2,2,5,0.0,0,0,0,0,0,9,11,3,9,31,22,74,78,81,109,236,200
Adra1a,Adra1a,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,7,2,18,28,2,3,3,3,5,12
Adra1b,Adra1b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,12,13
Adra1d,Adra1d,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Adra2a,Adra2a,0,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,3
Adra2b,Adra2b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,3,6
Adra2c,Adra2c,1,0,1,0,0,0,0.0,0,0,0,0,1,7,19,14,14,35,33,77,87,83,73,229,194
Adrb1,Adrb1,6,6,4,16,14,10,0.0,0,2,4,31,32,1,1,4,3,8,9,847,1222,1085,1156,1852,1713
Adrb2,Adrb2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2,4
Adrb3,Adrb3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Adrbk1,Adrbk1,1,0,0,3,0,2,0.0,0,0,0,1,0,1,2,2,5,16,11,98,125,92,127,216,186
Adrbk2,Adrbk2,0,0,1,0,0,0,0.0,0,0,0,0,0,23,31,13,29,94,72,23,19,20,45,75,87
Adrm1,Adrm1,2,1,3,4,3,2,0.0,0,0,0,3,0,13,26,22,28,56,32,160,260,201,229,438,383
Adsl,Adsl,1,0,2,5,6,3,0.0,0,0,0,0,0,6,7,6,10,40,29,117,164,125,171,324,281
Adss,Adss,3,0,1,0,2,3,0.0,1,0,0,0,0,12,17,17,10,48,47,109,121,117,143,361,267
Adssl1,Adssl1,1,3,0,0,1,1,0.0,0,0,0,0,0,18,19,19,21,66,53,45,48,41,63,104,85
Aebp1,Aebp1,0,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,1,1,5,22,14,17,43,58
Aebp2,Aebp2,3,2,1,6,6,1,0.0,0,0,1,1,1,13,32,36,34,126,83,192,250,229,354,687,550
Aen,Aen,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,2,6,3,7,5,5,10,14,17,21
Aes,Aes,8,9,1,10,20,19,0.0,0,0,2,4,1,32,36,33,49,161,146,779,977,713,1002,2659,2331
Afap1,Afap1,0,3,0,3,7,3,0.0,0,0,0,3,0,8,30,25,22,61,55,266,340,349,409,906,783
Afap1l1,Afap1l1,0,1,1,4,3,0,0.0,0,0,0,0,0,4,5,1,3,16,8,243,329,328,380,385,346
Afap1l2,Afap1l2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
Aff1,Aff1,2,1,2,11,8,2,0.0,0,1,1,0,2,10,14,9,20,55,37,153,244,203,297,415,343
Aff2,Aff2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,5,0,5,13,12,6,24,25
Aff3,Aff3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,14,10,7,7,6,8,39,19
Aff4,Aff4,9,2,9,29,16,22,0.0,1,1,1,10,4,32,74,68,72,263,227,1088,1418,1373,1679,3531,3043
Afg3l1,Afg3l1,1,0,5,5,12,7,0.0,0,1,0,1,6,13,34,28,34,95,58,293,359,380,484,846,809
Afg3l2,Afg3l2,2,2,2,6,4,2,0.0,0,0,0,0,2,11,14,14,17,41,43,233,363,332,371,608,549
Afm,Afm,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afmid,Afmid,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,2,4,1,3,8,2
Afp,Afp,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Aftph,Aftph,3,1,3,12,9,10,0.0,0,2,0,3,6,21,22,23,42,97,67,313,441,445,501,811,655
Aga,Aga,1,0,1,3,6,1,0.0,0,2,0,1,1,27,39,41,39,152,111,127,169,170,190,452,406
Agap1,Agap1,5,9,9,20,35,28,0.0,0,1,0,6,14,13,20,21,15,67,54,1106,1506,1431,1782,3709,3226
Agap2,Agap2,0,0,2,0,1,1,0.0,0,0,0,0,1,0,0,1,1,2,2,59,62,60,86,224,207
Agap3,Agap3,2,1,6,3,11,3,0.0,1,0,0,0,2,6,7,6,6,35,25,118,168,120,155,504,485
Agbl1,Agbl1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0
Agbl2,Agbl2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Agbl3,Agbl3,1,0,0,4,2,5,0.0,0,0,0,0,1,11,20,22,30,49,50,136,135,145,169,249,218
Agbl4,Agbl4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,4,2,5,4,4,3,5,10
Agbl5,Agbl5,0,0,0,2,1,2,0.0,0,0,0,0,0,2,1,1,5,8,10,41,37,45,48,124,95
Ager,Ager,0,1,0,0,0,0,0.0,0,0,0,0,0,2,2,0,1,8,12,9,8,11,16,21,18
Agfg1,Agfg1,0,7,1,5,5,1,0.0,0,0,0,0,1,13,16,28,30,86,72,164,217,188,228,401,375
Agfg2,Agfg2,3,0,0,1,2,2,0.0,1,0,0,1,1,7,14,13,8,35,31,14,27,27,24,97,95
Aggf1,Aggf1,4,4,4,12,19,14,0.0,1,0,1,5,3,17,34,39,29,99,99,580,711,716,880,1382,1161
Agk,Agk,0,0,0,0,1,0,0.0,0,0,0,0,0,5,2,1,7,21,23,30,39,28,40,97,85
Agl,Agl,1,1,0,3,1,1,0.0,0,0,0,1,1,18,23,25,28,88,66,140,179,192,224,292,235
Agmat,Agmat,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
Agmo,Agmo,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,9,12,8,0,2,1,0,1,1
Ago1,Ago1,0,1,3,2,3,2,0.0,0,1,0,0,1,7,16,21,13,38,42,137,252,239,299,365,336
Ago2,Ago2,0,0,0,3,0,6,0.0,0,0,0,1,1,6,8,5,7,43,35,164,231,210,254,611,574
Ago3,Ago3,0,2,2,3,5,3,0.0,0,0,0,0,2,14,36,31,29,97,64,236,347,332,398,637,509
Ago4,Ago4,0,0,1,2,3,1,0.0,0,0,0,0,0,1,5,5,3,6,14,54,72,69,80,169,122
Agpat1,Agpat1,0,0,4,1,6,4,0.0,0,0,0,1,0,15,20,15,25,71,60,120,132,125,135,372,335
Agpat2,Agpat2,0,0,0,0,0,0,0.0,0,0,0,1,0,3,9,4,7,22,16,0,1,0,1,8,0
Agpat3,Agpat3,10,18,16,27,77,60,0.0,1,0,2,11,10,24,38,27,36,147,113,385,467,492,594,1253,1036
Agpat4,Agpat4,0,0,0,1,1,2,0.0,0,0,0,0,0,4,0,2,1,12,6,49,61,66,73,176,178
Agpat5,Agpat5,7,5,7,11,19,15,0.0,4,0,0,12,9,38,37,52,47,167,142,281,355,396,418,967,812
Agpat6,Agpat6,2,1,4,6,11,5,0.0,0,0,0,2,1,24,32,33,35,103,98,230,257,239,280,723,579
Agpat9,Agpat9,0,0,0,0,0,0,0.0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
Agps,Agps,0,0,1,2,1,1,0.0,0,0,0,0,2,8,9,15,18,24,33,95,124,114,150,273,225
Agr2,Agr2,0,0,0,0,0,0,0.0,2,0,0,4,4,0,0,1,0,0,2,0,0,1,0,1,1
Agr3,Agr3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrn,Agrn,0,3,3,6,5,3,0.0,0,0,0,1,0,18,25,15,39,75,53,179,279,199,305,393,321
Agrp,Agrp,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5
Agt,Agt,1,0,2,0,0,0,0.0,0,0,0,0,0,99,129,104,121,307,240,8,7,16,14,35,22
Agtpbp1,Agtpbp1,3,4,4,13,12,16,0.0,0,1,4,3,0,4,9,14,11,40,34,480,652,690,774,1350,1170
Agtr1a,Agtr1a,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
Agtr1b,Agtr1b,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Agtr2,Agtr2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,3
Agtrap,Agtrap,0,0,1,2,7,3,0.0,0,0,2,1,6,26,51,50,57,144,104,25,36,16,31,53,70
Agxt,Agxt,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Agxt2,Agxt2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ahctf1,Ahctf1,0,0,1,4,0,1,0.0,0,0,0,0,2,5,12,7,15,33,35,139,207,183,248,368,277
Ahcy,Ahcy,1,0,0,2,0,0,0.0,0,0,0,0,0,2,1,3,1,4,2,16,25,20,16,42,39
Ahcyl1,Ahcyl1,6,3,10,11,18,13,0.0,0,1,3,4,2,30,49,51,55,162,134,349,479,451,589,1016,879
Ahcyl2,Ahcyl2,1,1,1,3,1,2,0.0,0,0,0,2,1,21,35,29,17,87,83,154,201,207,240,504,453
Ahdc1,Ahdc1,0,1,1,1,2,0,0.0,0,0,0,0,0,6,10,11,11,17,18,48,89,79,73,152,140
Ahi1,Ahi1,11,9,13,17,43,36,0.0,0,4,2,18,23,42,43,64,71,246,210,1498,1951,1871,2431,5163,4680
Ahnak,Ahnak,0,0,0,0,0,0,0.0,0,0,0,0,0,16,13,15,13,35,23,2,0,1,2,5,2
Ahnak2,Ahnak2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,2
Ahr,Ahr,0,1,0,1,1,2,0.0,0,0,0,0,0,3,10,5,5,15,16,11,20,26,16,53,38
Ahrr,Ahrr,0,1,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,1
Ahsa1,Ahsa1,2,1,6,5,8,2,0.0,0,0,1,2,2,25,35,22,32,106,69,175,291,264,299,582,443
Ahsa2,Ahsa2,0,1,3,4,4,1,0.0,0,0,0,1,0,21,39,35,35,66,72,218,293,295,311,609,509
Aicda,Aicda,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aida,Aida,0,0,3,2,2,2,0.0,0,1,0,1,0,7,17,21,12,32,34,90,130,127,160,232,190
Aif1,Aif1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,1,1
Aif1l,Aif1l,0,0,0,0,1,0,0.0,0,0,0,0,0,22,35,32,29,87,72,1,3,1,2,5,6
Aifm1,Aifm1,2,3,1,0,2,2,0.0,0,0,0,1,1,11,21,31,22,66,60,131,149,183,181,377,291
Aifm2,Aifm2,0,0,0,0,0,0,0.0,0,0,0,1,0,7,4,8,7,23,14,22,47,25,28,58,49
Aifm3,Aifm3,0,0,0,0,0,0,0.0,0,0,0,0,0,1,7,0,4,2,1,4,8,10,12,6,13
Aig1,Aig1,4,3,13,12,10,17,0.0,1,2,0,8,14,53,49,88,67,196,138,645,828,763,835,1677,1397
Aim1,Aim1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aim1l,Aim1l,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2
Aim2,Aim2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2,9
Aimp1,Aimp1,2,3,3,6,4,8,0.0,0,0,1,4,2,30,39,59,39,109,79,404,510,469,625,1030,937
Aimp2,Aimp2,0,1,1,0,3,2,0.0,0,0,0,1,0,7,5,9,7,34,23,77,101,80,124,262,214
Aip,Aip,4,3,1,0,7,10,0.0,0,0,1,3,2,7,18,10,16,54,40,219,264,205,350,586,512
Aipl1,Aipl1,13,31,25,17,95,78,0.0,11,12,13,85,58,2,2,2,2,7,7,56,80,61,60,130,109
Airn,Airn,0,0,0,1,1,1,0.0,0,0,0,0,0,0,3,1,1,4,3,9,14,13,15,46,58
Ajap1,Ajap1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,1,0,2,7,12,4,13,39,31
Ajuba,Ajuba,0,0,0,0,0,0,0.0,0,0,0,0,0,6,9,5,15,25,40,0,1,2,0,5,4
Ak1,Ak1,0,1,2,0,3,2,0.0,0,0,0,1,1,5,13,7,11,36,28,99,120,83,128,251,253
Ak2,Ak2,3,1,1,10,3,1,0.0,0,0,0,0,0,17,19,29,29,70,62,230,280,268,304,505,473
Ak3,Ak3,3,0,0,1,1,2,0.0,0,0,1,2,0,19,29,30,27,90,76,32,46,30,57,100,80
Ak4,Ak4,0,0,1,3,1,2,0.0,0,0,0,1,0,1,5,4,3,11,7,121,101,105,107,292,233
Ak5,Ak5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Ak6,Ak6,6,1,4,10,4,3,0.0,0,0,0,0,3,8,18,14,17,31,31,298,351,346,369,672,640
Ak7,Ak7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2
Ak8,Ak8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3
Ak9,Ak9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Akap1,Akap1,2,3,1,3,9,6,0.0,0,0,1,0,0,3,9,6,5,11,6,106,154,138,158,307,242
Akap10,Akap10,1,2,1,7,1,1,0.0,0,0,0,0,0,3,11,5,5,21,21,84,99,102,126,167,152
Akap11,Akap11,17,11,9,13,23,22,0.0,1,3,5,16,13,24,39,53,67,159,119,1007,1351,1276,1560,2703,2479
Akap12,Akap12,1,1,1,0,2,0,0.0,0,0,0,0,0,1,1,0,4,4,6,19,26,30,40,54,41
Akap13,Akap13,3,2,0,6,6,7,0.0,0,0,0,0,1,7,6,10,7,37,36,225,300,251,369,627,531
Akap14,Akap14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,1,0
Akap17b,Akap17b,0,4,1,7,8,6,0.0,0,0,0,0,5,3,14,8,5,31,23,173,202,195,276,511,487
Akap2,Akap2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Akap3,Akap3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Akap4,Akap4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0
Akap5,Akap5,0,0,0,0,3,1,0.0,0,0,0,0,0,0,1,0,2,5,7,18,43,28,31,108,84
Akap6,Akap6,4,0,0,9,2,3,0.0,0,0,2,1,1,1,2,2,0,1,1,198,236,183,309,397,344
Akap7,Akap7,2,0,7,4,5,9,0.0,0,0,0,1,2,47,77,56,57,186,173,557,755,700,795,858,837
Akap8,Akap8,0,2,2,8,14,4,0.0,0,0,0,0,3,33,36,33,48,108,99,379,509,474,534,883,731
Akap8l,Akap8l,9,6,16,20,25,12,0.0,0,0,1,3,5,72,136,106,141,330,252,705,1016,956,1250,1900,1663
Akap9,Akap9,6,6,15,24,34,24,0.0,0,3,5,8,11,41,84,71,79,256,191,687,1073,1018,1224,3149,2694
Akip1,Akip1,0,0,1,0,0,1,0.0,0,0,0,0,0,5,10,5,7,25,19,6,9,8,8,24,15
Akirin1,Akirin1,1,2,0,3,0,3,0.0,0,0,0,1,1,8,13,16,11,33,25,91,130,137,148,157,145
Akirin2,Akirin2,5,4,6,11,11,7,0.0,0,1,0,4,2,28,32,38,28,115,97,386,413,447,431,1096,1017
Akna,Akna,0,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,2,4,2,4,9,9
Aknad1,Aknad1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aknaos,Aknaos,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Akp3,Akp3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0
Akr1a1,Akr1a1,6,2,8,12,18,22,0.0,1,1,1,12,2,58,114,94,86,359,274,769,912,873,1074,2455,2040
Akr1b10,Akr1b10,0,0,0,0,0,0,0.0,0,0,0,0,0,20,27,17,49,120,69,3,3,1,4,10,10
Akr1b3,Akr1b3,1,0,0,0,0,0,0.0,0,0,0,1,0,0,4,1,1,2,1,31,47,25,37,99,60
Akr1b8,Akr1b8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
Akr1c13,Akr1c13,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,0,1,4,0,0,1,0,4,0
Akr1c14,Akr1c14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Akr1c19,Akr1c19,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Akr1c21,Akr1c21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Akr1cl,Akr1cl,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,10
Akr1e1,Akr1e1,0,0,2,6,19,9,0.0,0,0,0,3,8,13,23,20,18,117,81,168,188,167,181,766,744
Akr7a5,Akr7a5,1,0,0,1,2,4,0.0,1,0,0,1,2,17,18,14,24,60,54,96,96,111,115,290,235
Akt1,Akt1,1,0,0,4,2,0,0.0,0,0,0,1,0,13,10,8,16,57,48,54,55,44,60,194,145
Akt1s1,Akt1s1,1,0,0,2,0,1,0.0,0,0,0,0,0,9,6,3,12,18,25,25,32,23,50,71,68
Akt2,Akt2,0,1,1,0,0,1,0.0,0,1,0,1,0,17,29,30,29,81,72,68,104,88,98,131,115
Akt3,Akt3,3,1,0,6,6,5,0.0,1,0,0,0,1,15,8,8,16,41,40,140,190,161,246,577,504
Aktip,Aktip,1,5,7,11,16,11,0.0,0,2,0,1,4,48,56,49,52,183,158,440,559,520,623,909,830
Alad,Alad,0,1,0,1,1,3,0.0,0,0,0,3,1,1,13,17,14,59,33,42,55,29,75,165,124
Alas1,Alas1,0,3,0,2,4,3,0.0,0,0,0,0,0,21,30,35,33,93,60,149,198,161,189,245,224
Alas2,Alas2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5
Alb,Alb,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,2,0,0,1,9,2,5,0,0
Alcam,Alcam,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,1,4,21,9,11,22,16,17,88,56
Aldh16a1,Aldh16a1,0,0,0,0,4,2,0.0,0,0,0,0,0,1,1,3,3,10,6,33,38,40,52,89,62
Aldh18a1,Aldh18a1,1,0,0,1,1,1,0.0,0,0,0,0,0,2,6,2,9,17,13,28,52,33,42,84,72
Aldh1a1,Aldh1a1,0,0,0,0,0,0,0.0,0,0,0,0,0,69,137,92,115,293,266,9,5,1,7,23,11
Aldh1a2,Aldh1a2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Aldh1a3,Aldh1a3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,2,0
Aldh1a7,Aldh1a7,0,0,0,0,0,0,0.0,0,0,0,0,0,7,9,10,15,58,37,2,0,0,0,2,2
Aldh1b1,Aldh1b1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1l1,Aldh1l1,0,0,0,0,0,0,0.0,0,0,0,0,0,28,29,21,35,128,115,0,1,1,0,2,7
Aldh1l2,Aldh1l2,2,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,3,6,23,22,30,39,32
Aldh2,Aldh2,2,0,2,1,0,0,0.0,0,0,1,1,0,65,80,75,92,265,226,47,50,42,54,108,99
Aldh3a1,Aldh3a1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
Aldh3a2,Aldh3a2,0,0,1,0,1,1,0.0,1,0,0,4,1,28,27,29,37,120,83,42,72,79,77,136,107
Aldh3b1,Aldh3b1,0,0,0,0,1,0,0.0,0,0,0,0,0,3,4,6,1,14,5,17,23,13,15,30,26
Aldh3b2,Aldh3b2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,7
Aldh4a1,Aldh4a1,1,0,0,1,1,0,0.0,0,0,0,1,0,4,7,17,16,39,39,30,59,42,66,77,94
Aldh5a1,Aldh5a1,1,0,0,0,0,0,0.0,0,0,0,0,0,10,15,7,20,51,32,35,54,54,73,162,126
Aldh6a1,Aldh6a1,1,0,1,2,0,0,0.0,0,0,0,0,0,30,32,32,34,126,104,40,48,42,65,76,74
Aldh7a1,Aldh7a1,0,0,1,0,1,2,0.0,0,0,0,0,0,22,37,30,23,93,80,26,44,48,59,70,54
Aldh8a1,Aldh8a1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4
Aldh9a1,Aldh9a1,3,4,1,1,6,7,0.0,0,0,0,3,3,41,69,58,61,143,138,180,244,213,254,403,355
Aldoa,Aldoa,30,23,26,82,185,132,0.0,4,2,2,42,35,118,148,106,145,699,506,3348,4083,3142,4381,12366,9582
Aldoart1,Aldoart1,0,0,0,3,1,0,0.0,0,0,0,1,0,1,2,0,0,2,1,22,44,12,26,59,40
Aldoart2,Aldoart2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,3,0,0,10,18,14,11,23,12
Aldob,Aldob,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3
Aldoc,Aldoc,10,9,4,23,33,24,0.0,0,0,2,10,3,488,698,552,701,2484,1881,801,1030,997,1138,2494,2142
Alg1,Alg1,0,0,1,0,1,2,0.0,0,1,0,2,0,3,6,12,7,25,18,63,76,80,88,171,130
Alg10b,Alg10b,0,0,0,0,0,1,0.0,0,0,0,0,1,1,2,3,5,12,7,30,54,40,48,82,74
Alg11,Alg11,0,0,2,4,1,2,0.0,0,0,1,0,3,6,13,11,13,39,21,137,161,168,177,375,337
Alg12,Alg12,0,0,2,1,0,1,0.0,0,0,1,0,1,3,3,2,5,15,15,16,38,40,41,61,59
Alg13,Alg13,0,0,0,1,2,0,0.0,0,0,0,0,0,4,2,2,9,10,8,30,42,30,49,98,66
Alg14,Alg14,1,1,3,0,1,0,0.0,0,0,0,2,1,23,21,27,30,87,88,44,57,54,70,164,129
Alg2,Alg2,0,4,1,9,13,10,0.0,2,0,0,5,1,47,37,59,50,145,138,389,542,489,598,1060,980
Alg3,Alg3,0,0,0,1,0,2,0.0,0,0,0,0,0,9,12,10,8,41,28,52,64,42,67,126,123
Alg5,Alg5,0,1,0,2,0,2,0.0,0,0,0,0,0,11,10,9,14,49,51,59,78,97,105,217,167
Alg6,Alg6,0,1,2,3,3,7,0.0,0,0,0,0,0,8,12,16,10,36,35,107,149,135,130,278,217
Alg8,Alg8,0,0,0,0,0,1,0.0,0,0,0,0,0,1,2,2,2,6,6,13,8,17,9,44,23
Alg9,Alg9,0,0,0,1,1,0,0.0,0,0,0,2,0,4,2,4,7,14,16,23,26,30,39,66,83
Alk,Alk,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2
Alkbh1,Alkbh1,1,1,2,1,3,2,0.0,0,0,1,1,0,8,15,8,5,31,22,101,142,128,113,287,258
Alkbh2,Alkbh2,0,0,0,0,1,0,0.0,0,0,0,0,0,5,5,4,3,14,14,29,41,30,44,85,47
Alkbh3,Alkbh3,0,1,2,0,1,2,0.0,0,0,0,1,0,7,14,5,5,19,14,60,83,83,89,138,109
Alkbh4,Alkbh4,0,0,0,0,1,1,0.0,0,0,0,0,3,3,1,4,4,14,13,40,45,36,55,113,102
Alkbh5,Alkbh5,1,2,3,14,7,5,0.0,0,1,0,2,3,11,29,36,34,116,105,274,381,379,402,772,633
Alkbh6,Alkbh6,1,0,1,6,10,7,0.0,0,1,0,3,1,23,32,26,27,93,68,372,433,378,441,1028,967
Alkbh7,Alkbh7,2,0,2,3,2,5,0.0,0,0,0,3,3,25,22,26,25,67,60,265,294,268,359,631,530
