Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
0610005C13Rik,0,0,0,0,0,0,1,1,1,4,3,4
0610007P14Rik,0,2,7,5,4,6,185,213,211,220,549,468
0610009B22Rik,2,4,6,17,17,16,270,281,268,289,546,525
0610009E02Rik,0,0,0,0,0,1,7,10,12,12,34,19
0610009L18Rik,0,0,1,2,1,2,14,28,17,24,43,34
0610009O20Rik,0,0,4,2,1,0,61,83,81,91,152,148
0610010F05Rik,3,0,1,2,2,4,106,151,110,124,293,244
0610010K14Rik,0,0,0,0,0,0,1,8,4,2,6,4
0610011F06Rik,2,6,4,4,14,11,266,336,321,331,554,490
0610025J13Rik,0,0,0,0,0,0,1,0,0,1,2,1
0610030E20Rik,0,0,1,5,3,7,120,142,171,198,361,287
0610037L13Rik,1,3,3,3,3,3,123,155,164,169,389,326
0610038B21Rik,0,0,0,3,0,3,1,2,4,1,8,1
0610039K10Rik,0,0,0,0,0,0,1,4,4,5,7,2
0610040B10Rik,0,0,0,2,0,4,71,71,83,84,188,157
0610040F04Rik,1,0,0,0,0,0,2,3,1,1,3,1
0610040J01Rik,0,0,0,0,0,0,1,2,2,1,9,5
0610043K17Rik,0,0,0,0,0,0,1,4,5,4,7,3
1010001B22Rik,0,0,0,0,0,0,0,2,1,2,4,5
1010001N08Rik,0,0,0,0,0,0,0,0,0,1,0,0
1110001J03Rik,4,1,4,12,8,10,452,643,534,657,1015,974
1110002E22Rik,0,0,0,0,0,0,1,1,0,5,3,1
1110002J07Rik,0,0,0,0,0,0,1,1,1,1,6,7
1110002L01Rik,4,1,4,7,5,7,102,143,126,139,243,150
1110002O04Rik,0,0,0,0,0,0,0,4,1,0,4,4
1110004E09Rik,1,3,5,6,19,9,343,406,370,479,938,820
1110004F10Rik,7,7,11,20,20,18,558,750,706,837,1407,1188
1110007C09Rik,0,4,0,0,3,4,17,28,16,16,61,58
1110008F13Rik,1,0,4,15,17,11,386,485,390,477,927,802
1110008L16Rik,0,0,0,0,0,0,12,11,8,13,26,15
1110008P14Rik,4,4,1,1,6,1,170,187,146,217,449,402
1110012L19Rik,1,1,0,1,2,3,89,102,101,134,230,218
1110015O18Rik,0,0,3,1,1,0,6,11,12,13,34,35
1110017D15Rik,0,0,0,0,0,0,4,1,1,3,4,4
1110018N20Rik,0,0,1,0,1,2,13,19,17,17,37,33
1110019D14Rik,0,0,0,0,0,0,5,9,13,12,27,23
1110020A21Rik,1,0,0,1,0,0,18,26,15,28,47,43
1110025M09Rik,0,0,0,0,0,1,8,10,10,6,25,23
1110028F18Rik,0,0,0,0,0,0,1,0,0,0,0,0
1110032A03Rik,0,1,4,3,7,8,137,152,155,191,298,264
1110032F04Rik,0,0,0,0,0,0,0,1,0,1,2,2
1110034G24Rik,1,0,0,2,4,2,37,58,45,48,93,90
1110035H17Rik,0,0,0,0,1,0,17,19,15,21,27,16
1110037F02Rik,2,1,2,5,3,3,143,165,152,202,326,276
1110038B12Rik,0,1,0,3,2,2,61,94,66,88,155,167
1110038F14Rik,4,4,2,4,5,4,157,217,208,286,380,315
1110046J04Rik,0,2,0,0,1,0,15,41,30,35,67,68
1110051M20Rik,1,5,0,7,14,11,141,174,152,208,408,301
1110054M08Rik,0,0,1,0,0,0,4,4,5,7,0,0
1110057K04Rik,1,0,2,5,0,0,78,98,97,117,0,0
1110059E24Rik,1,2,1,5,0,0,121,133,111,134,233,224
1110059G10Rik,0,1,2,5,8,3,110,170,153,165,284,230
1110065P20Rik,1,1,3,9,13,10,408,466,410,525,959,886
1190002F15Rik,0,0,0,0,0,0,4,5,4,6,6,9
1190002N15Rik,1,0,0,1,2,1,55,91,54,84,141,116
1190003K10Rik,0,0,0,0,0,0,1,0,0,1,0,0
1190005I06Rik,3,3,6,13,16,21,588,748,653,846,1261,1208
1190007I07Rik,1,0,0,2,0,0,50,77,61,84,94,89
1200007C13Rik,0,0,0,0,0,0,0,1,0,0,1,0
1200014J11Rik,5,1,3,12,4,8,216,305,243,356,578,511
1300002E11Rik,0,0,3,2,0,2,72,81,76,103,208,162
1300017J02Rik,0,0,0,0,0,0,0,1,0,1,0,1
1500002C15Rik,0,0,0,1,0,0,7,15,12,12,24,17
1500002F19Rik,0,0,0,0,0,0,2,4,1,4,7,7
1500004A13Rik,1,0,1,1,2,1,76,113,107,112,170,151
1500009C09Rik,1,0,4,5,8,1,200,262,177,295,537,445
1500009L16Rik,1,1,1,2,2,1,56,66,50,53,200,199
1500011B03Rik,7,5,4,9,17,9,337,406,330,442,932,812
1500011K16Rik,2,5,5,10,14,13,298,473,380,481,822,753
1500012F01Rik,5,4,3,8,21,7,225,295,209,311,596,498
1500012K07Rik,0,0,0,0,0,0,1,3,1,6,3,0
1500015A07Rik,7,1,1,4,1,2,94,123,114,142,177,183
1500015L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1500015O10Rik,0,0,0,0,0,0,0,1,1,1,0,2
1500017E21Rik,0,2,0,1,0,0,10,13,18,23,49,51
1500026H17Rik,0,0,1,0,0,1,23,30,26,24,55,72
1500035N22Rik,1,0,0,0,0,0,26,16,25,32,35,27
1520401A03Rik,0,0,0,0,0,0,0,1,0,1,2,1
1600002H07Rik,0,1,0,1,0,0,22,29,25,27,95,50
1600002K03Rik,1,0,2,1,1,2,49,56,58,50,153,122
1600012H06Rik,1,1,0,0,1,4,68,94,72,90,130,124
1600014C10Rik,3,1,0,0,1,0,22,29,38,32,78,69
1600014C23Rik,0,0,0,0,0,0,6,7,7,11,27,17
1600020E01Rik,2,1,1,6,5,1,63,86,85,84,164,120
1700001C02Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700001F09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700001G11Rik,0,0,0,0,0,0,1,1,2,7,15,4
1700001G17Rik,0,0,0,0,0,0,0,3,0,4,0,0
1700001J03Rik,0,0,0,0,0,0,2,7,4,3,11,7
1700001K19Rik,0,0,0,0,0,1,2,1,0,1,1,1
1700001L05Rik,0,0,0,0,0,0,1,1,1,1,2,1
1700001L19Rik,0,0,0,0,0,0,4,4,2,0,19,12
1700001O22Rik,0,0,0,0,0,0,1,1,1,2,4,2
1700001P01Rik,0,0,0,0,0,0,0,1,1,0,1,1
1700003D09Rik,0,0,0,0,0,0,0,0,1,0,0,1
1700003E16Rik,0,0,0,0,0,0,1,2,0,0,4,1
1700003F12Rik,0,0,0,0,0,0,4,4,2,5,7,10
1700003G18Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700003M02Rik,0,1,0,1,2,0,0,1,0,1,1,1
1700003M07Rik,0,0,0,0,1,0,0,0,0,0,0,0
1700003P14Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700006A11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700006J14Rik,0,1,0,0,0,0,0,0,0,0,0,0
1700007B14Rik,0,0,0,0,0,0,0,0,1,0,1,1
1700007G11Rik,0,0,0,0,0,0,0,3,0,1,1,0
1700007J10Rik,0,0,0,0,0,0,1,1,0,1,1,3
1700007K09Rik,0,0,0,0,0,0,0,2,0,1,0,1
1700007K13Rik,0,0,0,0,1,0,1,1,0,0,0,1
1700007L15Rik,0,0,0,0,0,0,4,5,3,2,5,6
1700007M16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700008A23Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700008F21Rik,0,0,0,0,0,0,0,0,1,1,1,1
1700008J07Rik,0,0,0,0,1,0,30,26,23,26,50,56
1700008K24Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700008O03Rik,1,0,1,0,0,0,13,16,9,16,22,28
1700009C05Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700009N14Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700010B13Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700010H22Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700010I02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,0,0,0,0,0,0,3,5,3,2,8,11
1700010J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0,0,1,0,1,8,7
1700010K24Rik,0,0,0,0,0,0,0,3,6,4,3,6
1700010L04Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700011A15Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700011E24Rik,0,0,0,0,0,0,1,0,1,0,1,0
1700011I03Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700011L22Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700012A03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,0,1,1,0,0
1700012C14Rik,0,0,0,0,0,0,0,0,1,0,1,2
1700013D24Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700013F07Rik,0,0,0,0,0,0,1,0,1,0,3,1
1700014D04Rik,0,0,0,0,0,0,0,1,0,0,0,1
1700015E13Rik,0,0,0,0,0,0,0,1,0,0,2,1
1700015F17Rik,0,0,0,0,0,0,3,1,1,2,2,5
1700015G11Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700016A09Rik,0,0,0,0,0,0,0,1,0,1,1,4
1700016C15Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700016D06Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700016D08Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700016G22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700016H13Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700016K19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0,0,1,1,0,5,2
1700016P03Rik,0,0,0,0,0,1,7,10,12,19,12,21
1700017B05Rik,0,0,0,0,0,0,1,1,1,3,3,2
1700017D01Rik,0,0,0,0,0,0,1,0,0,0,2,0
1700017G19Rik,0,0,0,0,0,0,0,1,1,0,0,0
1700017N19Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700018L02Rik,0,0,0,0,0,1,4,4,1,5,5,6
1700019A02Rik,0,0,0,0,0,0,1,1,0,4,4,1
1700019B03Rik,0,0,0,0,0,0,1,1,0,2,1,2
1700019D03Rik,0,0,0,0,0,0,9,7,7,12,17,11
1700019G17Rik,0,0,0,0,0,1,2,5,6,7,11,17
1700019L03Rik,0,0,0,0,0,1,4,7,4,6,17,9
1700019N19Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700020A23Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700020D05Rik,0,0,0,0,0,0,3,11,8,9,11,10
1700020I14Rik,3,13,10,14,22,30,564,868,830,923,1492,1287
1700020L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700020N18Rik,0,0,0,0,0,0,0,0,1,1,0,0
1700021F05Rik,0,0,0,6,4,4,75,114,108,145,282,279
1700021J08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700021K19Rik,0,1,1,1,4,1,60,73,66,86,132,122
1700021N21Rik,0,0,0,0,0,0,5,6,4,5,13,11
1700022E09Rik,0,0,0,0,0,0,0,1,0,1,9,7
1700022I11Rik,0,0,0,0,0,0,1,1,4,1,4,2
1700022N22Rik,0,0,0,0,0,0,1,0,0,1,1,1
1700023C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700023E05Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700023F06Rik,0,0,0,0,1,0,6,7,6,10,25,25
1700023H06Rik,0,0,0,0,0,0,0,1,1,1,9,10
1700023L04Rik,0,1,0,0,0,0,1,1,0,2,0,0
1700024B18Rik,0,0,0,0,1,0,0,0,0,1,1,0
1700024P16Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700025C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,1,1,2,9,2,2,295,401,355,444,744,623
1700025M24Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700026D08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700026F02Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700026J14Rik,0,0,0,0,0,0,0,1,1,3,3,4
1700026L06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700027A07Rik,0,0,0,0,0,0,1,3,1,1,1,1
1700027A15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0,0,1,1,1,1
1700027I24Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700027J19Rik,0,0,0,1,0,0,10,9,4,10,0,0
1700028E10Rik,0,0,0,0,1,2,6,4,1,6,46,36
1700028I16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700028J19Rik,0,0,0,0,0,0,1,1,1,3,1,2
1700028K03Rik,0,0,0,1,1,0,7,13,7,9,17,19
1700028N14Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700028P14Rik,0,0,0,0,0,0,0,0,0,1,0,5
1700029H14Rik,0,0,0,0,0,0,0,1,1,0,0,0
1700029I15Rik,0,0,0,0,0,0,9,13,12,15,18,19
1700029J03Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700029J07Rik,0,2,2,1,7,4,50,51,64,67,159,122
1700029M20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700029P11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700030C10Rik,0,0,0,0,1,0,11,10,6,2,8,6
1700030C12Rik,0,0,0,0,0,0,2,3,1,0,3,3
1700030I03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700030J22Rik,0,0,1,3,1,2,5,1,3,2,4,5
1700030K09Rik,0,0,2,1,2,1,46,58,50,64,110,95
1700030M09Rik,0,0,0,0,0,0,0,1,0,1,0,0
1700031F05Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700031M16Rik,0,0,0,0,0,0,0,1,0,1,0,0
1700031P21Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700034B16Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700034G24Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700034H15Rik,0,0,0,0,0,0,1,3,4,4,13,11
1700034I23Rik,0,0,0,0,0,0,0,2,0,2,0,1
1700034J05Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700034P13Rik,0,0,0,0,0,0,1,4,2,2,6,1
1700036A12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700036O09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700037C06Rik,0,0,0,0,0,0,0,1,0,0,1,1
1700037C18Rik,1,0,0,0,2,2,2,12,11,12,33,29
1700037F24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700037H04Rik,0,0,0,0,2,1,49,52,33,49,120,97
1700039E15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700039M10Rik,0,0,0,0,0,0,1,1,1,1,1,1
1700040D17Rik,0,1,0,0,0,0,8,18,11,15,21,19
1700040F17Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700040L02Rik,0,1,0,0,0,0,7,8,10,15,21,6
1700041G16Rik,0,0,0,0,0,1,0,1,1,0,2,3
1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700047A11Rik,0,0,0,0,0,0,0,0,1,1,0,0
1700047G03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700047I17Rik2,0,0,0,0,0,0,0,0,0,0,0,0
1700047K16Rik,0,0,0,2,0,0,7,1,2,5,2,4
1700047M11Rik,0,0,0,0,0,0,0,0,2,2,1,0
1700047N06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700048M11Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700048O20Rik,1,0,0,1,1,0,59,74,63,87,74,65
1700049G17Rik,0,0,1,4,2,0,37,47,47,56,67,61
1700049J03Rik,0,0,0,0,0,0,0,0,0,0,1,4
1700051A21Rik,0,0,0,0,0,0,0,1,0,0,1,1
1700051O22Rik,0,0,0,0,0,0,1,0,0,1,1,7
1700052I22Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700052K11Rik,0,0,0,2,1,1,18,39,22,42,100,86
1700052N19Rik,0,1,1,2,0,0,69,70,67,96,0,0
1700055D18Rik,0,0,0,0,1,0,6,4,8,12,11,18
1700055N04Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700056E22Rik,0,0,1,1,1,0,8,7,4,9,12,14
1700056N10Rik,0,0,0,0,0,0,1,7,2,4,8,6
1700057H21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700058P15Rik,0,0,0,0,0,0,0,0,0,0,3,2
1700060C16Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700060C20Rik,0,0,0,0,0,0,1,0,4,0,1,0
1700060J05Rik,0,0,0,0,0,0,0,2,0,1,1,0
1700061E18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061G19Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700061I17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700063D05Rik,0,0,0,0,0,0,0,1,0,0,1,1
1700063H04Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700063H06Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700064H15Rik,0,0,0,0,0,0,2,3,6,4,4,8
1700064M15Rik,0,0,0,0,0,0,0,0,1,0,1,0
1700065D16Rik,0,0,0,0,0,0,1,2,1,1,3,1
1700065J18Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700066B17Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700066B19Rik,0,0,1,0,0,0,3,2,4,1,12,6
1700066C05Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700066J03Rik,0,0,0,0,0,0,0,0,1,1,2,1
1700066M21Rik,1,0,0,0,2,0,12,24,20,21,42,43
1700067K01Rik,0,0,0,0,0,0,0,1,1,0,2,0
1700067P10Rik,0,0,0,0,0,0,1,0,1,0,1,0
1700069B07Rik,0,0,0,0,0,0,0,0,1,0,0,1
1700071G01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700071M16Rik,0,0,0,0,0,0,0,3,0,2,3,1
1700074H08Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700074P13Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700080G11Rik,0,0,0,0,0,0,0,0,1,0,0,1
1700080N15Rik,0,0,0,0,0,0,1,0,1,4,6,1
1700082M22Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700084C01Rik,0,0,0,0,0,0,0,0,1,0,0,2
1700084C06Rik,0,0,1,1,0,0,9,16,8,7,13,11
1700084E18Rik,0,0,0,0,1,0,1,4,1,6,10,11
1700084F23Rik,0,0,0,0,0,0,1,1,0,1,0,1
1700085C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700086D15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700086O06Rik,0,1,0,1,0,0,18,18,27,34,60,37
1700086P04Rik,0,0,0,0,1,0,10,7,6,10,16,15
1700087M22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700088E04Rik,1,2,0,2,3,2,6,8,7,15,22,25
1700092C02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700092M07Rik,0,0,0,0,0,0,0,1,1,0,1,1
1700093J21Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700093K21Rik,0,0,0,0,0,0,9,12,7,7,14,12
1700094J05Rik,0,0,0,0,0,0,0,1,0,0,2,0
1700095B10Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700095J03Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700095J07Rik,0,0,0,0,0,0,0,0,0,1,0,1
1700095J12Rik,0,0,0,0,0,0,2,3,1,3,1,1
1700096J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,2,0,1,1,3,1,46,61,53,48,106,110
1700101E01Rik,0,0,0,0,0,0,0,1,0,0,0,1
1700101I11Rik,0,0,0,1,0,1,6,12,4,15,21,18
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700102P08Rik,1,0,0,0,0,0,9,13,14,17,17,10
1700104B16Rik,0,0,0,0,0,0,0,0,1,0,1,0
1700105P06Rik,0,0,1,0,0,0,4,4,4,9,15,15
1700108F19Rik,0,0,0,0,0,0,0,0,0,0,2,0
1700109G14Rik,0,0,0,0,0,0,1,2,3,1,9,1
1700109H08Rik,0,0,0,0,1,0,12,14,10,17,24,22
1700109K24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700110C19Rik,0,0,0,0,0,0,1,3,1,1,1,0
1700110K17Rik,0,0,0,0,0,0,1,1,0,1,1,0
1700111E14Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112D23Rik,0,0,0,0,0,0,0,1,2,3,1,0
1700112E06Rik,0,0,0,0,0,0,1,0,0,0,2,2
1700112J05Rik,0,0,0,0,0,0,0,0,0,1,1,0
1700112J16Rik,0,0,0,0,0,1,9,13,4,17,15,7
1700113A16Rik,0,1,0,0,1,0,12,15,15,12,28,12
1700113H08Rik,0,0,0,0,0,0,0,0,0,1,0,1
1700116B05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700119H24Rik,0,0,0,0,1,0,4,4,2,3,4,4
1700120B22Rik,0,0,0,0,0,0,0,2,0,0,1,1
1700120C14Rik,0,1,0,1,1,0,6,15,6,14,16,13
1700120G07Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700120K04Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700121C08Rik,0,0,0,0,0,0,1,0,0,1,0,0
1700121L03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700121L16Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700122E12Rik,0,0,0,0,1,0,1,0,2,0,2,1
1700122O11Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700123I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700123K08Rik,0,0,0,0,0,0,0,0,3,1,1,0
1700123M08Rik,1,0,0,0,1,0,13,18,8,9,21,15
1700123O20Rik,1,1,0,3,3,3,122,148,121,146,312,294
1700124L16Rik,0,0,0,0,0,0,14,19,13,27,27,18
1700125G02Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700125G22Rik,0,0,0,0,0,0,0,1,1,1,2,0
1700125H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,1,4,2,2,4,3
1700126A01Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128F08Rik,0,0,0,0,0,0,0,1,0,0,0,0
1810007C17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810008B01Rik,0,0,0,0,0,0,1,0,0,0,0,0
1810008I18Rik,0,0,0,0,0,0,1,1,0,0,0,0
1810009A15Rik,0,0,0,0,1,1,4,4,6,5,7,6
1810010H24Rik,0,0,0,0,0,2,14,20,14,31,139,110
1810010K12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810011O10Rik,0,0,0,0,1,0,2,3,3,5,10,14
1810012K08Rik,0,0,0,0,0,0,1,1,2,1,2,1
1810012K16Rik,0,0,0,0,0,0,0,1,1,0,1,0
1810013D15Rik,0,0,0,0,0,0,0,2,5,0,2,1
1810013L24Rik,0,0,4,2,2,3,73,113,89,108,197,156
1810014B01Rik,0,0,0,2,0,1,40,74,45,56,126,106
1810019N24Rik,0,0,0,0,0,0,0,1,0,1,3,1
1810020O05Rik,0,0,0,0,0,0,0,0,0,1,0,0
1810021B22Rik,0,0,0,0,0,0,7,5,2,4,17,12
1810022K09Rik,4,0,2,4,9,6,253,302,234,355,480,461
1810024B03Rik,0,0,0,2,0,1,23,35,20,26,34,43
1810026B05Rik,2,1,0,0,6,12,111,141,132,150,569,470
1810026J23Rik,0,2,1,2,5,1,109,159,122,144,284,245
1810030O07Rik,0,1,0,1,6,2,45,69,49,61,154,110
1810032O08Rik,0,0,1,2,3,1,23,40,33,42,71,76
1810034E14Rik,0,0,0,0,0,0,0,0,0,1,0,0
1810037I17Rik,6,4,13,19,9,14,824,1045,959,1095,1261,1124
1810041H14Rik,0,0,0,0,0,0,1,6,1,3,3,5
1810041L15Rik,4,0,5,3,14,9,164,244,219,284,910,872
1810043G02Rik,1,0,2,4,1,3,24,28,25,36,76,68
1810043H04Rik,1,0,0,5,5,2,139,154,144,190,313,286
1810044D09Rik,0,1,0,0,2,0,19,35,24,33,65,63
1810049J17Rik,0,0,0,0,0,0,1,3,1,4,4,1
1810055G02Rik,1,0,0,0,1,0,27,33,27,26,88,75
1810058I24Rik,2,3,2,2,4,4,190,213,188,245,450,357
1810059C17Rik,0,0,0,0,0,0,1,1,3,4,4,2
1810059H22Rik,1,0,0,3,0,0,31,40,37,54,0,0
1810062G17Rik,0,0,0,0,2,0,1,2,0,2,2,2
1810062O18Rik,0,0,0,0,0,0,5,6,7,5,17,16
1810064F22Rik,0,0,0,0,0,0,3,2,0,3,4,6
1810065E05Rik,0,0,0,0,0,0,1,0,0,0,0,0
2010001A14Rik,2,0,1,0,5,1,47,63,61,76,100,94
2010001E11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010002M12Rik,0,0,0,0,0,0,1,0,1,0,0,0
2010005H15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010007H06Rik,0,0,0,0,0,0,0,1,2,0,4,1
2010009K17Rik,0,0,0,0,0,0,0,0,0,0,0,1
2010012O05Rik,2,3,2,2,4,8,176,239,232,241,546,438
2010013B24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010015M23Rik,0,1,0,2,2,0,30,30,28,45,52,44
2010016I18Rik,0,0,0,0,0,0,0,1,0,1,0,1
2010103J01Rik,0,0,0,0,0,0,0,0,1,0,0,0
2010106C02Rik,0,0,0,0,0,0,1,0,0,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,0,0,1,0,1
2010107E04Rik,33,6,31,39,72,57,3503,4575,3238,5027,6495,5576
2010107G12Rik,0,0,0,0,1,0,12,12,9,14,15,11
2010107G23Rik,1,0,0,1,1,2,47,61,46,52,165,135
2010109A12Rik,0,0,0,0,0,1,0,1,1,1,9,5
2010109I03Rik,0,0,0,0,0,0,0,0,0,0,1,1
2010110E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010110K18Rik,0,0,0,0,0,0,0,0,1,0,1,0
2010111I01Rik,0,0,0,1,2,1,20,9,16,19,22,30
2010204K13Rik,2,0,0,0,0,0,17,12,8,12,29,25
2010300C02Rik,0,0,0,0,0,0,0,0,0,0,2,0
2010300F17Rik,0,0,0,0,0,0,1,0,0,1,0,1
2010308F09Rik,0,0,0,0,0,0,1,1,0,1,6,4
2010315B03Rik,1,3,1,0,2,2,59,66,81,70,143,135
2010320M18Rik,0,0,0,1,5,3,65,74,66,84,196,196
2010320O07Rik,0,0,0,0,0,0,1,2,4,3,4,1
2200002D01Rik,0,0,0,0,0,0,5,11,10,8,12,11
2210008F06Rik,0,0,0,0,0,0,1,1,1,1,1,3
2210011C24Rik,0,0,0,0,0,0,0,0,0,0,1,0
2210011K15Rik,0,0,0,0,0,0,0,0,0,1,0,0
2210013O21Rik,2,4,1,5,10,5,206,237,199,254,527,404
2210016F16Rik,0,0,0,0,2,3,98,128,97,109,277,226
