Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
0610005C13Rik,0,0,0,0,0,0,1,1,1,4,3,4
0610007P14Rik,0,2,7,5,4,6,190,220,218,227,578,485
0610009B22Rik,2,4,6,17,17,16,275,288,275,297,567,546
0610009E02Rik,0,0,0,0,0,1,7,10,12,13,36,20
0610009L18Rik,0,0,1,2,1,2,14,28,17,24,43,35
0610009O20Rik,0,0,4,2,1,0,62,83,85,93,155,152
0610010F05Rik,3,0,1,2,2,4,107,157,116,128,301,256
0610010K14Rik,0,0,0,0,0,0,1,8,4,2,6,4
0610011F06Rik,2,6,4,4,14,11,271,349,329,344,577,512
0610025J13Rik,0,0,0,0,0,0,1,0,0,1,2,1
0610030E20Rik,0,0,1,5,3,7,125,145,176,202,366,297
0610037L13Rik,1,3,3,3,3,3,127,158,169,171,395,333
0610038B21Rik,0,0,0,3,0,3,1,2,4,1,9,1
0610039K10Rik,0,0,0,0,0,0,1,4,4,5,7,2
0610040B10Rik,0,0,0,2,0,4,72,74,84,85,195,164
0610040F04Rik,1,0,0,0,0,0,2,3,1,1,4,2
0610040J01Rik,0,0,0,0,0,0,1,2,2,1,9,6
0610043K17Rik,0,0,0,0,0,0,1,4,5,4,7,3
1010001B22Rik,0,0,0,0,0,0,0,2,1,2,4,5
1010001N08Rik,0,0,0,0,0,0,0,0,0,1,0,0
1110001J03Rik,4,1,4,12,8,10,464,654,542,665,1049,1002
1110002E22Rik,0,0,0,0,0,0,1,1,0,5,3,1
1110002J07Rik,0,0,0,0,0,0,1,1,1,1,6,7
1110002L01Rik,4,1,4,7,5,7,103,143,126,141,247,154
1110002O04Rik,0,0,0,0,0,0,0,4,1,0,4,4
1110004E09Rik,1,3,5,6,19,9,348,409,379,490,969,836
1110004F10Rik,7,7,11,20,20,18,578,763,734,858,1470,1224
1110007C09Rik,0,4,0,0,3,4,17,29,17,17,61,59
1110008F13Rik,1,0,4,15,17,11,391,493,401,481,954,825
1110008L16Rik,0,0,0,0,0,0,12,11,8,13,26,15
1110008P14Rik,4,4,1,1,6,1,173,187,150,219,458,409
1110012L19Rik,1,1,0,1,2,3,92,102,103,139,240,225
1110015O18Rik,0,0,3,1,1,0,14,12,20,18,56,48
1110017D15Rik,0,0,0,0,0,0,4,1,1,3,4,4
1110018N20Rik,0,0,1,0,1,2,13,19,17,17,39,34
1110019D14Rik,0,0,0,0,0,0,5,9,13,13,27,24
1110020A21Rik,1,0,0,1,0,0,18,26,15,28,48,44
1110025M09Rik,0,0,0,0,0,1,8,10,10,6,27,23
1110028F18Rik,0,0,0,0,0,0,1,0,0,0,0,0
1110032A03Rik,0,1,4,3,7,8,138,153,158,195,308,270
1110032F04Rik,0,0,0,0,0,0,0,1,0,1,2,2
1110034G24Rik,1,0,0,2,4,2,40,59,47,50,98,90
1110035H17Rik,0,0,0,0,1,0,17,19,17,22,28,17
1110037F02Rik,2,1,2,5,3,3,145,169,153,211,345,285
1110038B12Rik,0,1,0,3,2,2,63,95,67,90,162,173
1110038F14Rik,4,4,2,4,5,4,162,221,215,291,395,332
1110046J04Rik,0,2,0,0,1,0,15,42,30,35,69,70
1110051M20Rik,1,5,0,7,14,11,143,175,156,216,420,305
1110054M08Rik,0,0,1,0,0,0,4,4,5,7,0,0
1110057K04Rik,1,0,2,5,0,0,79,103,102,121,0,0
1110059E24Rik,1,2,1,5,0,0,123,136,115,142,239,233
1110059G10Rik,0,1,2,5,8,3,112,173,163,169,294,238
1110065P20Rik,1,1,3,9,13,10,416,469,418,535,983,905
1190002F15Rik,0,0,0,0,0,0,4,5,4,6,6,9
1190002N15Rik,1,0,0,1,2,1,56,92,56,89,149,120
1190003K10Rik,0,0,0,0,0,0,1,0,0,1,0,0
1190005I06Rik,3,3,6,13,16,21,591,756,657,853,1276,1224
1190007I07Rik,1,0,0,2,0,0,50,80,64,86,95,90
1200007C13Rik,0,0,0,0,0,0,0,1,0,0,1,0
1200014J11Rik,5,1,3,12,4,8,225,312,256,366,601,527
1300002E11Rik,0,0,3,2,0,2,72,81,80,103,212,163
1300017J02Rik,0,0,0,0,0,0,1,1,0,1,0,1
1500002C15Rik,0,0,0,1,0,0,7,15,13,12,24,18
1500002F19Rik,0,0,0,0,0,0,2,4,1,4,7,7
1500004A13Rik,1,0,1,1,2,1,79,113,110,114,180,158
1500009C09Rik,1,0,4,5,8,1,206,270,186,305,558,463
1500009L16Rik,1,1,1,2,2,1,58,67,54,56,213,204
1500011B03Rik,7,5,4,9,17,9,343,418,338,450,964,837
1500011K16Rik,2,5,5,10,14,13,308,490,391,494,858,782
1500012F01Rik,5,4,3,8,21,7,230,298,219,319,630,517
1500012K07Rik,0,0,0,0,0,0,1,3,1,6,4,0
1500015A07Rik,7,1,1,4,1,2,97,127,117,145,184,186
1500015L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1500015O10Rik,0,0,0,0,0,0,0,1,1,1,0,2
1500017E21Rik,0,2,0,1,0,0,10,13,18,24,50,52
1500026H17Rik,0,0,1,0,0,1,23,32,27,24,58,75
1500035N22Rik,1,0,0,0,0,0,26,16,25,34,35,27
1520401A03Rik,0,0,0,0,0,0,0,1,0,1,2,1
1600002H07Rik,0,1,0,1,0,0,22,29,26,28,96,54
1600002K03Rik,1,0,2,1,1,2,50,59,61,51,162,131
1600012H06Rik,1,1,0,0,1,4,70,94,73,92,134,128
1600014C10Rik,3,1,0,0,1,0,23,31,39,34,81,71
1600014C23Rik,0,0,0,0,0,0,6,7,7,12,28,17
1600020E01Rik,2,1,1,6,5,1,65,87,89,86,171,128
1700001C02Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700001F09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700001G11Rik,0,0,0,0,0,0,1,1,2,7,15,5
1700001G17Rik,0,0,0,0,0,0,0,3,0,4,0,1
1700001J03Rik,0,0,0,0,0,0,2,7,4,3,11,7
1700001K19Rik,0,0,0,0,0,1,2,1,0,1,1,1
1700001L05Rik,0,0,0,0,0,0,1,1,1,1,2,1
1700001L19Rik,0,0,0,0,0,0,4,4,2,0,20,12
1700001O22Rik,0,0,0,0,0,0,1,1,1,2,4,2
1700001P01Rik,0,0,0,0,0,0,0,1,1,0,1,1
1700003D09Rik,0,0,0,0,0,0,0,0,1,0,0,1
1700003E16Rik,0,0,0,0,0,0,1,2,0,0,4,2
1700003F12Rik,0,0,0,0,0,0,4,4,2,5,7,10
1700003G18Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700003M02Rik,0,1,0,1,2,0,0,1,0,1,1,1
1700003M07Rik,0,0,0,0,1,0,0,0,0,0,0,0
1700003P14Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700006A11Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700006E09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700006F04Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700006J14Rik,0,1,0,0,0,0,0,0,0,0,0,0
1700007B14Rik,0,0,0,0,0,0,0,0,1,0,1,1
1700007G11Rik,0,0,0,0,0,0,0,3,0,1,1,0
1700007J10Rik,0,0,0,0,0,0,1,1,0,1,1,3
1700007K09Rik,0,0,0,0,0,0,0,2,0,1,0,1
1700007K13Rik,0,0,0,0,1,0,1,1,0,0,0,1
1700007L15Rik,0,0,0,0,0,0,4,5,3,2,5,6
1700007M16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700008A23Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700008F21Rik,0,0,0,0,0,0,0,0,1,1,1,1
1700008J07Rik,0,0,0,0,1,0,31,26,23,26,51,57
1700008K24Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700008O03Rik,1,0,1,0,0,0,13,16,10,17,25,29
1700009C05Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700009N14Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700010B13Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700010H22Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700010I02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700010I14Rik,0,0,0,0,0,0,4,5,3,2,9,11
1700010J16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700010K23Rik,0,0,0,0,0,0,0,1,0,1,9,7
1700010K24Rik,0,0,0,0,0,0,0,3,6,4,3,6
1700010L04Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700011A15Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700011E24Rik,0,0,0,0,0,0,1,0,1,0,1,0
1700011I03Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700011L22Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700012A03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700012B09Rik,0,0,0,0,0,0,0,0,1,1,0,0
1700012C14Rik,0,0,0,0,0,0,0,0,1,0,1,2
1700013D24Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700013F07Rik,0,0,0,0,0,0,1,0,1,0,3,1
1700014D04Rik,0,0,0,0,0,0,0,1,1,0,1,1
1700015E13Rik,0,0,0,0,0,0,0,1,0,0,2,1
1700015F17Rik,0,0,0,0,0,0,3,1,1,2,2,5
1700015G11Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700016A09Rik,0,0,0,0,0,0,0,1,0,1,1,4
1700016C15Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700016D06Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700016D08Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700016G22Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700016H13Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700016K19Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700016L21Rik,0,0,0,0,0,0,0,1,1,0,5,3
1700016P03Rik,0,0,0,0,0,1,7,10,13,19,12,21
1700017B05Rik,0,0,0,0,0,0,1,1,1,3,3,2
1700017D01Rik,0,0,0,0,0,0,1,0,0,0,2,0
1700017G19Rik,0,0,0,0,0,0,0,1,1,0,0,0
1700017N19Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700018B08Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700018L02Rik,0,0,0,0,0,1,4,4,1,5,5,6
1700019A02Rik,0,0,0,0,0,0,1,1,0,4,4,1
1700019B03Rik,0,0,0,0,0,0,1,1,0,2,2,2
1700019D03Rik,0,0,0,0,0,0,9,7,7,12,17,11
1700019G17Rik,0,0,0,0,0,1,2,5,6,7,12,17
1700019L03Rik,0,0,0,0,0,1,4,7,4,6,17,9
1700019N19Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700020A23Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700020D05Rik,0,0,0,0,0,0,4,14,9,9,12,10
1700020I14Rik,3,13,10,14,22,30,575,876,854,942,1541,1325
1700020L24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700020N01Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700020N18Rik,0,0,0,0,0,0,0,0,1,1,0,0
1700021F05Rik,0,0,0,6,4,4,77,117,113,148,291,290
1700021J08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700021K19Rik,0,1,1,1,4,1,63,74,69,88,135,123
1700021N21Rik,0,0,0,0,0,0,5,6,4,6,17,11
1700022E09Rik,0,0,0,0,0,0,0,1,0,1,9,7
1700022I11Rik,0,0,0,0,0,0,1,1,4,1,4,3
1700022N22Rik,0,0,0,0,0,0,1,0,0,1,1,1
1700023C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700023E05Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700023F06Rik,0,0,0,0,1,0,6,7,7,10,27,25
1700023H06Rik,0,0,0,0,0,0,0,1,2,2,10,10
1700023L04Rik,0,1,0,0,0,0,1,1,0,2,0,0
1700024B18Rik,0,0,0,0,1,0,0,0,0,1,1,0
1700024P16Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700025C18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700025G04Rik,1,1,2,9,2,2,300,410,371,459,767,659
1700025M24Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700026D08Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700026F02Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700026J14Rik,0,0,0,0,0,0,0,1,1,3,3,4
1700026L06Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700027A07Rik,0,0,0,0,0,0,1,3,1,1,1,1
1700027A15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700027H10Rik,0,0,0,0,0,0,0,0,1,1,1,2
1700027I24Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700027J19Rik,0,0,0,1,0,0,11,9,6,12,0,0
1700028E10Rik,0,0,0,0,1,2,6,4,1,6,46,37
1700028I16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700028J19Rik,0,0,0,0,0,0,1,1,1,3,2,2
1700028K03Rik,0,0,0,1,1,0,7,14,7,9,18,19
1700028N14Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700028P14Rik,0,0,0,0,0,0,0,0,0,1,0,5
1700029H14Rik,0,0,0,0,0,0,0,1,1,0,0,0
1700029I15Rik,0,0,0,0,0,0,9,13,13,15,18,19
1700029J03Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700029J07Rik,0,2,2,1,7,4,50,51,64,70,163,122
1700029M20Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700029N11Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700029P11Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700030C10Rik,0,0,0,0,1,0,12,10,7,4,8,6
1700030C12Rik,0,0,0,0,0,0,2,3,1,0,3,3
1700030I03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700030J22Rik,0,0,1,3,1,2,5,1,3,2,5,5
1700030K09Rik,0,0,2,1,2,1,48,58,51,66,115,100
1700030M09Rik,0,0,0,0,0,0,0,1,0,1,0,0
1700031F05Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700031M16Rik,0,0,0,0,0,0,0,1,0,1,0,0
1700031P21Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700034B16Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700034G24Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700034H15Rik,0,0,0,0,0,0,1,4,4,4,14,11
1700034I23Rik,0,0,0,0,0,0,0,2,0,2,0,1
1700034J05Rik,0,0,0,0,0,0,0,1,0,0,1,0
1700034P13Rik,0,0,0,0,0,0,1,4,2,2,6,2
1700036A12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700036O09Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700037C06Rik,0,0,0,0,0,0,0,1,0,0,1,1
1700037C18Rik,1,0,0,0,2,2,2,12,11,13,36,32
1700037F24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700037H04Rik,0,0,0,0,2,1,50,52,34,52,123,103
1700039E15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700039M10Rik,0,0,0,0,0,0,1,1,1,1,1,1
1700040D17Rik,0,1,0,0,0,0,9,18,12,15,21,20
1700040F17Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700040L02Rik,0,1,0,0,0,0,8,8,10,15,21,6
1700041G16Rik,0,0,0,0,0,1,0,1,1,0,3,3
1700046C09Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700047A11Rik,0,0,0,0,0,0,0,0,1,1,0,0
1700047G03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700047I17Rik2,0,0,0,0,0,0,0,0,0,0,0,0
1700047K16Rik,0,0,0,2,0,0,7,1,2,5,3,4
1700047M11Rik,0,0,0,0,0,0,0,0,2,2,1,0
1700047N06Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700048M11Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700048O20Rik,1,0,0,1,1,0,66,75,66,90,77,68
1700049G17Rik,0,0,1,4,2,0,40,47,49,58,69,62
1700049J03Rik,0,0,0,0,0,0,0,0,0,0,1,4
1700051A21Rik,0,0,0,0,0,0,0,1,0,0,1,1
1700051O22Rik,0,0,0,0,0,0,1,0,0,1,1,7
1700052I22Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700052K11Rik,0,0,0,2,1,1,18,39,23,42,104,88
1700052N19Rik,0,1,1,2,0,0,70,71,70,98,0,0
1700055D18Rik,0,0,0,0,1,0,6,5,8,12,12,18
1700055N04Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700056E22Rik,0,0,1,1,1,0,8,7,4,9,12,14
1700056N10Rik,0,0,0,0,0,0,1,7,2,4,8,7
1700057H21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700058P15Rik,0,0,0,0,0,0,0,0,1,0,3,2
1700060C16Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700060C20Rik,0,0,0,0,0,0,1,0,4,0,1,0
1700060J05Rik,0,0,0,0,0,0,0,2,0,1,1,0
1700061E18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700061G19Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700061I17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700063D05Rik,0,0,0,0,0,0,0,1,0,0,1,1
1700063H04Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700063H06Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700064H15Rik,0,0,0,0,0,0,2,3,6,4,4,8
1700064M15Rik,0,0,0,0,0,0,0,0,1,0,1,0
1700065D16Rik,0,0,0,0,0,0,1,2,1,1,3,1
1700065J18Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700066B17Rik,0,0,0,0,0,0,0,0,1,0,0,0
1700066B19Rik,0,0,1,0,0,0,3,3,4,1,12,6
1700066C05Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700066J03Rik,0,0,0,0,0,0,0,0,1,1,2,1
1700066M21Rik,1,0,0,0,2,0,12,25,21,21,42,44
1700067K01Rik,0,0,0,0,0,0,0,1,1,0,2,0
1700067P10Rik,0,0,0,0,0,0,1,0,1,0,1,0
1700069B07Rik,0,0,0,0,0,0,0,0,1,0,0,1
1700071G01Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700071M16Rik,0,0,0,0,0,0,0,3,0,2,3,1
1700074H08Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700074P13Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700080G11Rik,0,0,0,0,0,0,0,0,1,0,0,1
1700080N15Rik,0,0,0,0,0,0,1,0,1,4,7,1
1700082M22Rik,0,0,0,0,0,0,0,0,0,1,0,0
1700084C01Rik,0,0,0,0,0,0,0,0,1,0,0,2
1700084C06Rik,0,0,1,1,0,0,9,16,8,7,13,11
1700084E18Rik,0,0,0,0,1,0,1,4,1,6,10,11
1700084F23Rik,0,0,0,0,0,0,1,1,0,1,0,1
1700085C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700086D15Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700086L19Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700086O06Rik,0,1,0,1,0,0,18,18,28,37,62,40
1700086P04Rik,0,0,0,0,1,0,10,7,6,10,16,15
1700087M22Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700088E04Rik,1,2,0,2,3,2,6,8,7,15,22,25
1700092C02Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700092K14Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700092M07Rik,0,0,0,0,0,0,0,1,1,1,1,1
1700093J21Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700093K21Rik,0,0,0,0,0,0,9,12,7,8,14,13
1700094J05Rik,0,0,0,0,0,0,0,1,0,0,2,0
1700095B10Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700095J03Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700095J07Rik,0,0,0,0,0,0,0,0,0,1,0,1
1700095J12Rik,0,0,0,0,0,0,2,3,1,3,1,1
1700096J18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700096K18Rik,2,0,1,1,3,1,47,61,54,50,110,112
1700101E01Rik,0,0,0,0,0,0,0,1,0,0,0,1
1700101I11Rik,0,0,0,1,0,1,8,13,5,17,21,18
1700101O22Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700102P08Rik,1,0,0,0,0,0,9,13,14,17,18,10
1700104B16Rik,0,0,0,0,0,0,1,0,1,0,1,0
1700105P06Rik,0,0,1,0,0,0,4,4,4,9,15,15
1700108F19Rik,0,0,0,0,0,0,0,0,0,0,2,0
1700109G14Rik,0,0,0,0,0,0,1,2,3,2,9,1
1700109H08Rik,0,0,0,0,1,0,12,15,10,19,25,24
1700109K24Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700110C19Rik,0,0,0,0,0,0,1,3,1,1,1,0
1700110K17Rik,0,0,0,0,0,0,1,1,0,1,1,0
1700111E14Rik,0,0,0,0,0,0,1,0,0,0,0,0
1700111N16Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700112D23Rik,0,0,0,0,0,0,0,1,2,3,1,0
1700112E06Rik,0,0,0,0,0,0,1,0,0,0,2,2
1700112J05Rik,0,0,0,0,0,0,0,0,0,1,1,0
1700112J16Rik,0,0,0,0,0,1,10,14,4,17,15,7
1700113A16Rik,0,1,0,0,1,0,12,16,15,12,29,12
1700113H08Rik,0,0,0,0,0,0,0,0,0,1,0,1
1700116B05Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700119H24Rik,0,0,0,0,1,0,4,4,2,3,4,4
1700120B22Rik,0,0,0,0,0,0,0,2,0,0,1,1
1700120C14Rik,0,1,0,1,1,0,7,15,6,14,16,13
1700120G07Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700120K04Rik,0,0,0,0,0,0,0,0,0,0,1,1
1700121C08Rik,0,0,0,0,0,0,1,0,0,1,0,0
1700121L03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700121L16Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700122E12Rik,0,0,0,0,1,0,1,0,2,0,2,1
1700122O11Rik,0,0,0,0,0,0,0,0,0,0,1,0
1700123I01Rik,0,0,0,0,0,0,0,1,0,0,0,0
1700123K08Rik,0,0,0,0,0,0,0,0,3,1,1,0
1700123M08Rik,1,0,0,0,1,0,13,18,9,9,22,16
1700123O20Rik,1,1,0,3,3,3,127,151,124,150,325,308
1700124L16Rik,0,0,0,0,0,0,14,20,16,27,27,18
1700125G02Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700125G22Rik,0,0,0,0,0,0,0,1,1,1,2,0
1700125H03Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,1,4,2,2,4,3
1700126A01Rik,0,0,0,0,0,0,0,0,0,0,0,1
1700126H18Rik,0,0,0,0,0,0,0,0,0,0,0,0
1700128F08Rik,0,0,0,0,0,0,0,1,0,0,0,0
1810007C17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810008B01Rik,0,0,0,0,0,0,1,0,0,0,0,0
1810008I18Rik,0,0,0,0,0,0,1,1,0,0,0,0
1810009A15Rik,0,0,0,0,1,1,4,5,6,5,7,6
1810010H24Rik,0,0,0,0,0,2,14,20,14,32,143,111
1810010K12Rik,0,0,0,0,0,0,0,0,0,0,0,0
1810011O10Rik,0,0,0,0,1,0,2,3,3,5,10,14
1810012K08Rik,0,0,0,0,0,0,1,1,2,1,2,1
1810012K16Rik,0,0,0,0,0,0,0,1,1,0,1,0
1810013D15Rik,0,0,0,0,0,0,0,2,5,0,2,1
1810013L24Rik,0,0,4,2,2,3,75,116,92,110,201,165
1810014B01Rik,0,0,0,2,0,1,41,76,47,56,129,110
1810019N24Rik,0,0,0,0,0,0,0,1,0,1,3,1
1810020O05Rik,0,0,0,0,0,0,0,0,0,1,0,0
1810021B22Rik,0,0,0,0,0,0,7,6,2,4,19,14
1810022K09Rik,4,0,2,4,9,6,255,306,244,362,501,480
1810024B03Rik,0,0,0,2,0,1,23,35,20,27,37,43
1810026B05Rik,2,1,0,0,6,12,115,143,137,155,587,489
1810026J23Rik,0,2,1,2,5,1,114,160,124,148,295,253
1810030O07Rik,0,1,0,1,6,2,46,70,51,62,159,113
1810032O08Rik,0,0,1,2,3,1,23,40,34,44,72,80
1810034E14Rik,0,0,0,0,0,0,0,0,0,1,0,0
1810037I17Rik,6,4,13,19,9,14,835,1057,971,1107,1294,1144
1810041H14Rik,0,0,0,0,0,0,1,6,1,3,4,5
1810041L15Rik,4,0,5,3,14,9,164,244,220,284,913,872
1810043G02Rik,1,0,2,4,1,3,24,28,26,36,79,71
1810043H04Rik,1,0,0,5,5,2,143,157,146,193,322,296
1810044D09Rik,0,1,0,0,2,0,20,35,24,35,66,65
1810049J17Rik,0,0,0,0,0,0,1,3,1,4,4,1
1810055G02Rik,1,0,0,0,1,0,27,34,29,27,92,77
1810058I24Rik,2,3,2,2,4,4,193,216,195,250,464,367
1810059C17Rik,0,0,0,0,0,0,1,1,3,4,4,2
1810059H22Rik,1,0,0,3,0,0,32,41,38,55,0,0
1810062G17Rik,0,0,0,0,2,0,1,2,0,2,2,2
1810062O18Rik,0,0,0,0,0,0,5,6,7,5,17,16
1810064F22Rik,0,0,0,0,0,0,3,2,0,3,4,6
1810065E05Rik,0,0,0,0,0,0,1,0,0,0,0,0
2010001A14Rik,2,0,1,0,5,1,48,63,61,77,101,95
2010001E11Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010002M12Rik,0,0,0,0,0,0,1,0,1,0,0,0
2010005H15Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010007H06Rik,0,0,0,0,0,0,0,1,2,0,4,1
2010009K17Rik,0,0,0,0,0,0,0,0,0,0,0,1
2010012O05Rik,2,3,2,2,4,8,182,242,240,246,579,454
2010013B24Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010015M23Rik,0,1,0,2,2,0,30,31,28,46,54,44
2010016I18Rik,0,0,0,0,0,0,0,1,0,1,0,1
2010103J01Rik,0,0,0,0,0,0,0,0,1,0,0,0
2010106C02Rik,0,0,0,0,0,0,1,0,0,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,0,0,1,0,1
2010107E04Rik,33,6,31,39,72,57,3529,4610,3272,5061,6601,5663
2010107G12Rik,0,0,0,0,1,0,12,12,9,14,15,11
2010107G23Rik,1,0,0,1,1,2,49,61,49,52,171,139
2010109A12Rik,0,0,0,0,0,1,0,1,1,1,9,5
2010109I03Rik,0,0,0,0,0,0,0,0,0,0,1,1
2010110E17Rik,0,0,0,0,0,0,0,0,0,0,0,0
2010110K18Rik,0,0,0,0,0,0,0,0,1,0,1,0
2010111I01Rik,0,0,0,1,2,1,23,10,16,20,24,32
2010204K13Rik,2,0,0,0,0,0,17,12,8,12,29,25
2010300C02Rik,0,0,0,0,0,0,0,0,0,0,2,0
2010300F17Rik,0,0,0,0,0,0,1,0,0,1,0,1
2010308F09Rik,0,0,0,0,0,0,1,1,0,1,6,4
2010315B03Rik,1,3,1,0,2,2,61,68,83,71,150,138
2010320M18Rik,0,0,0,1,5,3,66,74,68,85,204,206
2010320O07Rik,0,0,0,0,0,0,1,2,4,3,5,1
2200002D01Rik,0,0,0,0,0,0,5,12,12,8,12,11
2210008F06Rik,0,0,0,0,0,0,1,1,1,1,1,3
2210011C24Rik,0,0,0,0,0,0,0,0,0,0,1,0
2210011K15Rik,0,0,0,0,0,0,0,0,0,1,0,0
2210013O21Rik,2,4,1,5,10,5,211,247,204,263,552,422
2210016F16Rik,0,0,0,0,2,3,100,128,99,109,282,231
